S,size,q,T,lam,E,D,y_T
"(4, 6)",2,1,3,0.005623413251903491,82.94443356130196,3.9807343234468067,1.0
"(4, 6)",2,1,3,0.01,82.94443693042562,3.980518665077122,1.0
"(4, 6)",2,1,3,0.01778279410038923,82.94444756546548,3.980135832957819,1.0
"(4, 6)",2,1,3,0.03162277660168379,82.94448108967437,3.9794571563114034,1.0
"(4, 6)",2,1,3,0.05623413251903491,82.94458650685306,3.9782568895009858,1.0
"(4, 6)",2,1,3,0.1,82.94491656033907,3.9761431089465664,1.0
"(4, 6)",2,1,3,0.1778279410038923,82.94594213224033,3.9724479568351985,1.0
"(4, 6)",2,1,3,0.31622776601683794,82.94908737004464,3.9660704911097975,1.0
"(4, 6)",2,1,3,0.5623413251903491,82.95852110884466,3.9553001006008204,0.9999999999999998
"(4, 6)",2,1,3,1.0,82.98580280066555,3.9377485649214923,0.9999999999999998
"(4, 6)",2,1,3,1.7782794100389228,83.06034236760662,3.9106965457672778,1.0
"(4, 6)",2,1,3,3.1622776601683795,83.2479581727284,3.872236947008518,1.0
"(4, 6)",2,1,3,5.623413251903491,83.67199518319126,3.823081229750962,1.0000000000000002
"(4, 6)",2,1,3,10.0,84.51578394275258,3.7677230072712278,0.9999999999999999
"(4, 6)",2,1,3,17.78279410038923,85.97948264403239,3.713360503250802,1.0
"(4, 6)",2,1,3,31.622776601683793,88.19354796785461,3.6668186572897548,0.9999999999999999
"(4, 6)",2,1,3,56.23413251903491,91.14120311957959,3.6317705005561876,1.0
"(4, 6)",2,1,3,100.0,94.64890646572998,3.6081993963282013,1.0
"(4, 6)",2,1,3,177.82794100389228,98.4468681722906,3.5937882843720237,1.0
"(4, 6)",2,1,3,316.22776601683796,102.2527749099041,3.5856402332732875,1.0
"(4, 6)",2,1,3,562.341325190349,105.83552464623611,3.5813153792863566,1.0
"(4, 6)",2,1,3,1000.0,109.04385109303333,3.579132888772152,1.0
"(4, 6)",2,1,3,1778.2794100389228,111.80566017512494,3.578074642570893,1.0
"(4, 6)",2,1,3,3162.2776601683795,114.111167028767,3.577577235585665,1.0
"(4, 6)",2,1,3,5623.413251903491,115.99144273192206,3.5773488983091117,0.9999999999999999
"(4, 6)",2,1,3,10000.0,117.49938626178644,3.577245854395289,0.9999999999999999
"(4, 6)",2,1,3,17782.794100389227,118.69587746969941,3.5771998601708344,1.0
"(4, 6)",2,1,3,31622.776601683792,119.64118506449658,3.5771794247126154,1.0
"(4, 6)",2,1,3,56234.13251903491,120.39053482896612,3.577170318450761,1.0
"(4, 6)",2,1,3,100000.0,120.99251540288698,3.5771662083620335,0.9999999999999999
"(4, 6)",2,1,3,177827.94100389228,121.48923369998664,3.577164304241152,1.0
"(4, 6)",2,1,3,316227.7660168379,121.9174144481315,3.577163383343194,1.0
"(4, 6)",2,1,3,562341.3251903491,122.310027149712,3.5771629098416087,1.0
"(4, 6)",2,1,3,1000000.0,122.6980910432747,3.5771626473458755,1.0
"(4, 7)",2,-1,0.1,0.0,9119.007304259601,74.9497295762223,1.0
"(4, 7)",2,-1,0.1,0.0001,9119.007304259938,74.94972621112319,1.0
"(4, 7)",2,-1,0.1,0.00017782794100389227,9119.007304260658,74.94972359213884,0.9999999999999999
"(4, 7)",2,-1,0.1,0.00031622776601683794,9119.007304262956,74.94971893485821,1.0
"(4, 7)",2,-1,0.1,0.0005623413251903491,9119.007304270228,74.94971065292528,1.0
"(4, 7)",2,-1,0.1,0.001,9119.00730429323,74.94969592537693,1.0
"(4, 7)",2,-1,0.1,0.0017782794100389228,9119.007304365978,74.94966973581624,1.0
"(4, 7)",2,-1,0.1,0.0031622776601683794,9119.00730459604,74.94962316388829,1.0
"(4, 7)",2,-1,0.1,0.005623413251903491,9119.007305323594,74.94954034734349,1.0
"(4, 7)",2,-1,0.1,0.01,9119.007307624302,74.94939308067413,1.0
"(4, 7)",2,-1,0.1,0.01778279410038923,9119.00731489954,74.94913121294437,1.0
"(4, 7)",2,-1,0.1,0.03162277660168379,9119.007337903908,74.94866558181312,0.9999999999999999
"(4, 7)",2,-1,0.1,0.05623413251903491,9119.00741063826,74.94783769506687,0.9999999999999999
"(4, 7)",2,-1,0.1,0.1,9119.00764057652,74.94636590943958,1.0
"(4, 7)",2,-1,0.1,0.1778279410038923,9119.008367320528,74.94375001683039,1.0
"(4, 7)",2,-1,0.1,0.31622776601683794,9119.010663322242,74.93910250316452,0.9999999999999999
"(4, 7)",2,-1,0.1,0.5623413251903491,9119.01791176587,74.93085140964003,0.9999999999999999
"(4, 7)",2,-1,0.1,1.0,9119.040765305595,74.9162211212789,1.0000000000000002
"(4, 7)",2,-1,0.1,1.7782794100389228,9119.112654752129,74.89033765540391,1.0
"(4, 7)",2,-1,0.1,3.1622776601683795,9119.337881948411,74.84472556190103,1.0
"(4, 7)",2,-1,0.1,5.623413251903491,9120.038539222862,74.76489989741042,1.0
"(4, 7)",2,-1,0.1,10.0,9122.191726961071,74.62685357642434,1.0
"(4, 7)",2,-1,0.1,17.78279410038923,9128.67283490703,74.3929115160789,1.0
"(4, 7)",2,-1,0.1,31.622776601683793,9147.524413255072,74.00951254645213,0.9999999999999999
"(4, 7)",2,-1,0.1,56.23413251903491,9199.462322089003,73.41370293312458,0.9999999999999998
"(4, 7)",2,-1,0.1,100.0,9331.431949386419,72.55859205605749,1.0000000000000002
"(4, 7)",2,-1,0.1,177.82794100389228,9631.80665071589,71.45773873797201,0.9999999999999999
"(4, 7)",2,-1,0.1,316.22776601683796,10231.689783975447,70.21339400256775,1.0
"(4, 7)",2,-1,0.1,562.341325190349,11282.862610725888,68.97990940878681,0.9999999999999998
"(4, 7)",2,-1,0.1,1000.0,12934.522151144301,67.88505559633543,1.0
"(4, 7)",2,-1,0.1,1778.2794100389228,15338.564162233371,66.98630270150535,1.0
"(4, 7)",2,-1,0.1,3162.2776601683795,18684.45869919632,66.28181151744792,1.0
"(4, 7)",2,-1,0.1,5623.413251903491,23239.245503650636,65.74212746296291,1.0
"(4, 7)",2,-1,0.1,10000.0,29376.430746921727,65.33306866781334,1.0
"(4, 7)",2,-1,0.1,17782.794100389227,37604.82056786139,65.02460509940849,0.9999999999999999
"(4, 7)",2,-1,0.1,31622.776601683792,48609.14511839365,64.79260398227912,0.9999999999999999
"(4, 7)",2,-1,0.1,56234.13251903491,63306.44028475332,64.6183494028594,1.0
"(4, 7)",2,-1,0.1,100000.0,82922.19290998888,64.48756292249624,0.9999999999999999
"(4, 7)",2,-1,0.1,177827.94100389228,109092.36579944196,64.38943987332026,1.0
"(4, 7)",2,-1,0.1,316227.7660168379,143999.7543006116,64.31583840540848,1.0
"(4, 7)",2,-1,0.1,562341.3251903491,190555.92474773896,64.26063687598945,1.0
"(4, 7)",2,-1,0.1,1000000.0,252643.73942651178,64.2192379226568,1.0
"(4, 7)",2,-1,1,0.0,165.54247433907454,10.48894675392789,1.0
"(4, 7)",2,-1,1,0.0001,165.54247434045908,10.488932907956933,0.9999999999999999
"(4, 7)",2,-1,1,0.00017782794100389227,165.54247434345297,10.488922132300331,1.0
"(4, 7)",2,-1,1,0.00031622776601683794,165.54247435291953,10.4889029709869,1.0
"(4, 7)",2,-1,1,0.0005623413251903491,165.54247438285324,10.488868899394244,1.0
"(4, 7)",2,-1,1,0.001,165.5424744775002,10.488808318728843,1.0
"(4, 7)",2,-1,1,0.0017782794100389228,165.54247477672624,10.488700615132451,1.0
"(4, 7)",2,-1,1,0.0031622776601683794,165.54247572254977,10.488509169443864,1.0
"(4, 7)",2,-1,1,0.005623413251903491,165.54247871118918,10.488168982697834,1.0
"(4, 7)",2,-1,1,0.01,165.54248814908146,10.487564847612887,1.0
"(4, 7)",2,-1,1,0.01778279410038923,165.5425179213297,10.486493087260328,1.0
"(4, 7)",2,-1,1,0.03162277660168379,165.54261166106508,10.484595255358608,1.0
"(4, 7)",2,-1,1,0.05623413251903491,165.54290581617397,10.481245637294274,0.9999999999999999
"(4, 7)",2,-1,1,0.1,165.54382341961974,10.475367719761687,1.0
"(4, 7)",2,-1,1,0.1778279410038923,165.54665626115613,10.4651570933542,1.0
"(4, 7)",2,-1,1,0.31622776601683794,165.55524579110946,10.447728932180294,0.9999999999999998
"(4, 7)",2,-1,1,0.5623413251903491,165.58050486662182,10.418857794729886,1.0
"(4, 7)",2,-1,1,1.0,165.65113180422333,10.373331543079853,1.0
"(4, 7)",2,-1,1,1.7782794100389228,165.83366746295957,10.306873656992218,0.9999999999999998
"(4, 7)",2,-1,1,3.1622776601683795,166.25503153567496,10.22007625938491,0.9999999999999999
"(4, 7)",2,-1,1,5.623413251903491,167.09762352203686,10.121752545515456,1.0
"(4, 7)",2,-1,1,10.0,168.54039133036719,10.026379270879913,1.0
"(4, 7)",2,-1,1,17.78279410038923,170.68994763754034,9.945991638556158,0.9999999999999999
"(4, 7)",2,-1,1,31.622776601683793,173.57270649210153,9.885110219218497,1.0
"(4, 7)",2,-1,1,56.23413251903491,177.17274211265683,9.842237919897117,1.0
"(4, 7)",2,-1,1,100.0,181.47458438733952,9.813384434870283,1.0
"(4, 7)",2,-1,1,177.82794100389228,186.51123630074883,9.794378721767742,1.0
"(4, 7)",2,-1,1,316.22776601683796,192.41235164573135,9.781862360050072,1.0
"(4, 7)",2,-1,1,562.341325190349,199.44020359576038,9.773488660923904,1.0
"(4, 7)",2,-1,1,1000.0,208.01522859678104,9.76775018102438,1.0
"(4, 7)",2,-1,1,1778.2794100389228,218.74151162860863,9.763718169859597,1.0
"(4, 7)",2,-1,1,3162.2776601683795,232.4430897999254,9.760824426621621,1.0
"(4, 7)",2,-1,1,5623.413251903491,250.21962389399806,9.75871450441467,0.9999999999999999
"(4, 7)",2,-1,1,10000.0,273.52817498737124,9.757159407595989,1.0
"(4, 7)",2,-1,1,17782.794100389227,304.2979436067311,9.756005275034989,1.0
"(4, 7)",2,-1,1,31622.776601683792,345.0868807287895,9.75514505990811,1.0
"(4, 7)",2,-1,1,56234.13251903491,399.29238456368665,9.754502270109537,1.0
"(4, 7)",2,-1,1,100000.0,471.4330955616766,9.754021227082251,1.0
"(4, 7)",2,-1,1,177827.94100389228,567.5248097004749,9.753660915429677,0.9999999999999999
"(4, 7)",2,-1,1,316227.7660168379,695.5815832485695,9.753390898400166,1.0
"(4, 7)",2,-1,1,562341.3251903491,866.2833528974844,9.753188489427783,1.0
"(4, 7)",2,-1,1,1000000.0,1093.864975764006,9.753036734973593,1.0
"(4, 7)",2,-1,3,0.0,123.4837883418913,11.021637739617663,1.0
"(4, 7)",2,-1,3,0.0001,123.48378834857726,11.02157087789184,1.0
"(4, 7)",2,-1,3,0.00017782794100389227,123.48378836303387,11.021518843546724,0.9999999999999998
"(4, 7)",2,-1,3,0.00031622776601683794,123.4837884087465,11.021426317905942,0.9999999999999999
"(4, 7)",2,-1,3,0.0005623413251903491,123.48378855328565,11.021261800320797,1.0
"(4, 7)",2,-1,3,0.001,123.48378901026291,11.020969301703476,1.0
"(4, 7)",2,-1,3,0.0017782794100389228,123.48379045481379,11.020449345883739,1.0
"(4, 7)",2,-1,3,0.0031622776601683794,123.4837950198669,11.019525314653082,1.0
"(4, 7)",2,-1,3,0.005623413251903491,123.48380943887825,11.01788400965546,0.9999999999999999
"(4, 7)",2,-1,3,0.01,123.48385494067712,11.014971244564496,1.0
"(4, 7)",2,-1,3,0.01778279410038923,123.48399829731991,11.009810222809131,0.9999999999999999
"(4, 7)",2,-1,3,0.03162277660168379,123.48444865733241,11.000691158699683,0.9999999999999999
"(4, 7)",2,-1,3,0.05623413251903491,123.48585631629982,10.984658110998673,1.0
"(4, 7)",2,-1,3,0.1,123.490217029231,10.956713289480277,1.0
"(4, 7)",2,-1,3,0.1778279410038923,123.5035170680943,10.908741183813717,1.0
"(4, 7)",2,-1,3,0.31622776601683794,123.54300958824791,10.828513860935727,1.0
"(4, 7)",2,-1,3,0.5623413251903491,123.65512114772856,10.700110212076334,1.0000000000000002
"(4, 7)",2,-1,3,1.0,123.95112319051793,10.508682143817708,0.9999999999999999
"(4, 7)",2,-1,3,1.7782794100389228,124.65133379593442,10.252477467638318,1.0
"(4, 7)",2,-1,3,3.1622776601683795,126.07427351833309,9.957300207820161,1.0
"(4, 7)",2,-1,3,5.623413251903491,128.47541747062806,9.674538468589082,1.0
"(4, 7)",2,-1,3,10.0,131.80663102921665,9.451888907861646,0.9999999999999999
"(4, 7)",2,-1,3,17.78279410038923,135.68835214113298,9.304891640054405,1.0
"(4, 7)",2,-1,3,31.622776601683793,139.6571963401651,9.21994002753432,0.9999999999999999
"(4, 7)",2,-1,3,56.23413251903491,143.38837582609963,9.174891587006394,1.0
"(4, 7)",2,-1,3,100.0,146.72597816083393,9.152189918917617,1.0
"(4, 7)",2,-1,3,177.82794100389228,149.61768651767838,9.14111501531173,1.0
"(4, 7)",2,-1,3,316.22776601683796,152.06108727230384,9.13584682949885,1.0
"(4, 7)",2,-1,3,562.341325190349,154.08072959098365,9.133395700421845,0.9999999999999999
"(4, 7)",2,-1,3,1000.0,155.7187078792913,9.132276898402303,1.0
"(4, 7)",2,-1,3,1778.2794100389228,157.02731449854116,9.131773957373449,1.0
"(4, 7)",2,-1,3,3162.2776601683795,158.06209243601168,9.13155023357196,1.0
"(4, 7)",2,-1,3,5623.413251903491,158.876524619141,9.131451207081215,1.0
"(4, 7)",2,-1,3,10000.0,159.51897139307655,9.131407292824356,1.0
"(4, 7)",2,-1,3,17782.794100389227,160.03156452548083,9.131387605041501,1.0
"(4, 7)",2,-1,3,31622.776601683792,160.45043570581956,9.13137857115968,1.0
"(4, 7)",2,-1,3,56234.13251903491,160.8067270944234,9.131374259844815,1.0
"(4, 7)",2,-1,3,100000.0,161.1279811220602,9.131372080497448,0.9999999999999998
"(4, 7)",2,-1,3,177827.94100389228,161.43973089258674,9.131370895302396,0.9999999999999999
"(4, 7)",2,-1,3,316227.7660168379,161.76719605271833,9.131370197292584,1.0
"(4, 7)",2,-1,3,562341.3251903491,162.13702104353308,9.131369754649432,1.0
"(4, 7)",2,-1,3,1000000.0,162.57877261449025,9.13136945677156,1.0
"(4, 7)",2,0,0.1,0.0,5856.92680721144,45.389429925093225,1.0
"(4, 7)",2,0,0.1,0.0001,5856.926807211819,45.389426101843696,1.0
"(4, 7)",2,0,0.1,0.00017782794100389227,5856.926807212642,45.38942312629537,1.0
"(4, 7)",2,0,0.1,0.00031622776601683794,5856.92680721526,45.389417834955374,0.9999999999999998
"(4, 7)",2,0,0.1,0.0005623413251903491,5856.926807223526,45.389408425524664,1.0
"(4, 7)",2,0,0.1,0.001,5856.9268072496625,45.38939169308683,1.0
"(4, 7)",2,0,0.1,0.0017782794100389228,5856.926807332317,45.38936193864046,1.0
"(4, 7)",2,0,0.1,0.0031622776601683794,5856.926807593713,45.3893090285136,1.0
"(4, 7)",2,0,0.1,0.005623413251903491,5856.926808420281,45.389214944559775,1.0
"(4, 7)",2,0,0.1,0.01,5856.92681103389,45.389047652923274,1.0
"(4, 7)",2,0,0.1,0.01778279410038923,5856.926819297472,45.38875021198686,1.0
"(4, 7)",2,0,0.1,0.03162277660168379,5856.926845421252,45.38822143800619,1.0
"(4, 7)",2,0,0.1,0.05623413251903491,5856.92692798675,45.38728163291638,1.0
"(4, 7)",2,0,0.1,0.1,5856.9271888275425,45.385611984800256,1.0
"(4, 7)",2,0,0.1,0.1778279410038923,5856.928012251004,45.38264789391495,1.0
"(4, 7)",2,0,0.1,0.31622776601683794,5856.930608147955,45.377392690823385,1.0
"(4, 7)",2,0,0.1,0.5623413251903491,5856.938772453353,45.36809700948043,1.0
"(4, 7)",2,0,0.1,1.0,5856.964342472128,45.35172135562236,1.0
"(4, 7)",2,0,0.1,1.7782794100389228,5857.0438404081915,45.323079046842565,0.9999999999999998
"(4, 7)",2,0,0.1,3.1622776601683795,5857.2878829541705,45.27359835620653,1.0
"(4, 7)",2,0,0.1,5.623413251903491,5858.021092115877,45.189896922028055,1.0
"(4, 7)",2,0,0.1,10.0,5860.14781919913,45.05309936529124,0.9999999999999998
"(4, 7)",2,0,0.1,17.78279410038923,5865.992063362267,44.84107610388266,0.9999999999999999
"(4, 7)",2,0,0.1,31.622776601683793,5880.894635646874,44.535854702344984,1.0
"(4, 7)",2,0,0.1,56.23413251903491,5915.703362027342,44.133256431704694,1.0
"(4, 7)",2,0,0.1,100.0,5990.626521048928,43.644243689971994,1.0
"(4, 7)",2,0,0.1,177.82794100389228,6141.996271909272,43.08716498362782,1.0
"(4, 7)",2,0,0.1,316.22776601683796,6430.25243156384,42.48876768736098,1.0
"(4, 7)",2,0,0.1,562.341325190349,6939.759577710695,41.89162499343554,1.0
"(4, 7)",2,0,0.1,1000.0,7766.636276658936,41.344427872791044,0.9999999999999998
"(4, 7)",2,0,0.1,1778.2794100389228,9008.872578188328,40.88062699390027,0.9999999999999998
"(4, 7)",2,0,0.1,3162.2776601683795,10775.074450290414,40.509032674517776,1.0
"(4, 7)",2,0,0.1,5623.413251903491,13207.35645405976,40.22094942008557,1.0
"(4, 7)",2,0,0.1,10000.0,16503.26043965326,40.00131013543692,1.0
"(4, 7)",2,0,0.1,17782.794100389227,20934.479903175485,39.83520923314199,1.0
"(4, 7)",2,0,0.1,31622.776601683792,26868.896684699834,39.71010152526762,1.0
"(4, 7)",2,0,0.1,56234.13251903491,34800.5882278819,39.61606389002324,1.0
"(4, 7)",2,0,0.1,100000.0,45390.66324643763,39.5454563689287,1.0
"(4, 7)",2,0,0.1,177827.94100389228,59522.205071930286,39.49247166133792,1.0
"(4, 7)",2,0,0.1,316227.7660168379,78373.82822807092,39.45272364749345,1.0
"(4, 7)",2,0,0.1,562341.3251903491,103517.89320135905,39.42291055577295,1.0
"(4, 7)",2,0,0.1,1000000.0,137051.5055849762,39.40055119233448,1.0
"(4, 7)",2,0,1,0.0,184.01348099293514,11.114699901212935,1.0
"(4, 7)",2,0,1,0.0001,184.01348099442575,11.114684994779989,0.9999999999999998
"(4, 7)",2,0,1,0.00017782794100389227,184.01348099764874,11.114673393773437,1.0
"(4, 7)",2,0,1,0.00031622776601683794,184.01348100784054,11.114652764726888,1.0
"(4, 7)",2,0,1,0.0005623413251903491,184.01348104006794,11.114616082998932,1.0
"(4, 7)",2,0,1,0.001,184.0134811419669,11.114550860481012,1.0
"(4, 7)",2,0,1,0.0017782794100389228,184.01348146412928,11.114434901417663,0.9999999999999998
"(4, 7)",2,0,1,0.0031622776601683794,184.0134824824991,11.114228772182026,1.0
"(4, 7)",2,0,1,0.005623413251903491,184.01348570063504,11.113862464457236,1.0
"(4, 7)",2,0,1,0.01,184.01349586473938,11.113211848957866,1.0
"(4, 7)",2,0,1,0.01778279410038923,184.01352793615567,11.112057339189201,1.0
"(4, 7)",2,0,1,0.03162277660168379,184.0136289614082,11.110012061370655,1.0
"(4, 7)",2,0,1,0.05623413251903491,184.01394623728845,11.106399333148987,1.0
"(4, 7)",2,0,1,0.1,184.01493739723162,11.10005076775831,1.0
"(4, 7)",2,0,1,0.1778279410038923,184.01800515257196,11.088995070028048,1.0
"(4, 7)",2,0,1,0.31622776601683794,184.0273488548082,11.070041656305788,1.0
"(4, 7)",2,0,1,0.5623413251903491,184.05504169751146,11.038403161270372,1.0
"(4, 7)",2,0,1,1.0,184.13352099428795,10.98785480466989,1.0
"(4, 7)",2,0,1,1.7782794100389228,184.34095018894962,10.912431620564194,1.0
"(4, 7)",2,0,1,3.1622776601683795,184.83714072449936,10.81042793476261,0.9999999999999999
"(4, 7)",2,0,1,5.623413251903491,185.88217857488547,10.688826621216519,1.0
"(4, 7)",2,0,1,10.0,187.79189514198714,10.562999948143942,1.0
"(4, 7)",2,0,1,17.78279410038923,190.82559091238454,10.449862054744852,1.0
"(4, 7)",2,0,1,31.622776601683793,195.07008394100757,10.360337346997499,1.0
"(4, 7)",2,0,1,56.23413251903491,200.41063930487982,10.296707206887643,1.0
"(4, 7)",2,0,1,100.0,206.62821731368405,10.254924696513296,1.0
"(4, 7)",2,0,1,177.82794100389228,213.54744326944774,10.22874042973118,0.9999999999999998
"(4, 7)",2,0,1,316.22776601683796,221.141813263318,10.212579258313369,1.0
"(4, 7)",2,0,1,562.341325190349,229.57864969778183,10.202493736470867,1.0
"(4, 7)",2,0,1,1000.0,239.23020133008836,10.19601635830076,1.0
"(4, 7)",2,0,1,1778.2794100389228,250.67937310701106,10.191703020708255,1.0
"(4, 7)",2,0,1,3162.2776601683795,264.7386584986144,10.188729026317855,0.9999999999999998
"(4, 7)",2,0,1,5623.413251903491,282.49230102785094,10.186619609400145,1.0
"(4, 7)",2,0,1,10000.0,305.36758794972394,10.18509241037501,0.9999999999999998
"(4, 7)",2,0,1,17782.794100389227,335.2407654742751,10.183971457724041,0.9999999999999998
"(4, 7)",2,0,1,31622.776601683792,374.5849812080718,10.18314151322131,1.0000000000000002
"(4, 7)",2,0,1,56234.13251903491,426.67125945350284,10.182523768060523,1.0
"(4, 7)",2,0,1,100000.0,495.8380366945392,10.182062518293689,1.0
"(4, 7)",2,0,1,177827.94100389228,587.851090178035,10.18171748409525,1.0
"(4, 7)",2,0,1,316227.7660168379,710.3831167100719,10.181459109476357,1.0
"(4, 7)",2,0,1,562341.3251903491,873.6523715794341,10.181265510010983,1.0
"(4, 7)",2,0,1,1000000.0,1091.2733415150758,10.181120395474352,1.0
"(4, 7)",2,0,3,0.0,138.95621002297608,11.588023205696889,1.0
"(4, 7)",2,0,3,0.0001,138.95621002994514,11.58795351298716,0.9999999999999998
"(4, 7)",2,0,3,0.00017782794100389227,138.95621004501388,11.587899275408368,1.0
"(4, 7)",2,0,3,0.00031622776601683794,138.95621009266213,11.587802831937648,1.0
"(4, 7)",2,0,3,0.0005623413251903491,138.95621024332183,11.587631347783862,1.0
"(4, 7)",2,0,3,0.001,138.9562107196515,11.58732646201314,0.9999999999999998
"(4, 7)",2,0,3,0.0017782794100389228,138.95621222538935,11.586784482648396,1.0
"(4, 7)",2,0,3,0.0031622776601683794,138.95621698386375,11.585821300913056,1.0
"(4, 7)",2,0,3,0.005623413251903491,138.95623201414162,11.584110418073424,1.0
"(4, 7)",2,0,3,0.01,138.95627944677415,11.581074058958453,1.0
"(4, 7)",2,0,3,0.01778279410038923,138.95642889712846,11.575693677757334,1.0
"(4, 7)",2,0,3,0.03162277660168379,138.9568984592933,11.566185870029802,1.0
"(4, 7)",2,0,3,0.05623413251903491,138.95836646232627,11.549465727423646,0.9999999999999998
"(4, 7)",2,0,3,0.1,138.96291590241825,11.520312152984122,1.0
"(4, 7)",2,0,3,0.1778279410038923,138.97680125477495,11.470230920577233,0.9999999999999998
"(4, 7)",2,0,3,0.31622776601683794,139.01808295985117,11.386375061706254,1.0
"(4, 7)",2,0,3,0.5623413251903491,139.13553218538502,11.251875621900636,1.0
"(4, 7)",2,0,3,1.0,139.44684758023539,11.050591610475898,1.0
"(4, 7)",2,0,3,1.7782794100389228,140.1885060949996,10.779338176566249,1.0
"(4, 7)",2,0,3,3.1622776601683795,141.71517633569837,10.46289509835417,1.0
"(4, 7)",2,0,3,5.623413251903491,144.35194907682543,10.152832538920041,1.0
"(4, 7)",2,0,3,10.0,148.15862919684747,9.899010678425809,1.0
"(4, 7)",2,0,3,17.78279410038923,152.870542701118,9.721175646627177,1.0
"(4, 7)",2,0,3,31.622776601683793,158.07253137807606,9.61026141977081,0.9999999999999998
"(4, 7)",2,0,3,56.23413251903491,163.3696045760126,9.546540640367583,1.0
"(4, 7)",2,0,3,100.0,168.44724209175837,9.512104011937495,1.0
"(4, 7)",2,0,3,177.82794100389228,173.0828685510044,9.494387196915897,1.0
"(4, 7)",2,0,3,316.22776601683796,177.14733143231115,9.485636608239796,0.9999999999999998
"(4, 7)",2,0,3,562.341325190349,180.59540757986477,9.481456212631217,1.0
"(4, 7)",2,0,3,1000.0,183.4456352088059,9.479510920825666,0.9999999999999998
"(4, 7)",2,0,3,1778.2794100389228,185.75667148601931,9.478623271142595,1.0
"(4, 7)",2,0,3,3162.2776601683795,187.6067734831491,9.478223488400563,1.0
"(4, 7)",2,0,3,5623.413251903491,189.07927707753132,9.478044540335576,1.0
"(4, 7)",2,0,3,10000.0,190.2540357784206,9.477964285139796,1.0
"(4, 7)",2,0,3,17782.794100389227,191.2034917475328,9.477927842972694,1.0
"(4, 7)",2,0,3,31622.776601683792,191.99185796437362,9.477910855045202,1.0
"(4, 7)",2,0,3,56234.13251903491,192.67619530958973,9.47790258340314,1.0
"(4, 7)",2,0,3,100000.0,193.30856344895247,9.477898299341641,1.0
"(4, 7)",2,0,3,177827.94100389228,193.93880406964195,9.477895906796999,1.0
"(4, 7)",2,0,3,316227.7660168379,194.6177557003799,9.47789446217503,0.9999999999999998
"(4, 7)",2,0,3,562341.3251903491,195.40077869251098,9.477893527065072,1.0
"(4, 7)",2,0,3,1000000.0,196.3511320572524,9.477892888087947,1.0
"(4, 7)",2,1,0.1,0.0,3008.853212467744,21.691173359249913,1.0
"(4, 7)",2,1,0.1,0.0001,3008.853212467997,21.69117082946161,0.9999999999999999
"(4, 7)",2,1,0.1,0.00017782794100389227,3008.853212468545,21.691168860585922,1.0
"(4, 7)",2,1,0.1,0.00031622776601683794,3008.853212470274,21.691165359387767,1.0
"(4, 7)",2,1,0.1,0.0005623413251903491,3008.8532124757435,21.6911591333199,1.0
"(4, 7)",2,1,0.1,0.001,3008.8532124930352,21.691148061760323,1.0
"(4, 7)",2,1,0.1,0.0017782794100389228,3008.8532125477313,21.691128373840996,1.0
"(4, 7)",2,1,0.1,0.0031622776601683794,3008.853212720689,21.691093364507328,1.0
"(4, 7)",2,1,0.1,0.005623413251903491,3008.853213267605,21.691031112202488,1.0
"(4, 7)",2,1,0.1,0.01,3008.853214996913,21.690920423086737,1.0
"(4, 7)",2,1,0.1,0.01778279410038923,3008.853220464334,21.690723627618997,0.9999999999999999
"(4, 7)",2,1,0.1,0.03162277660168379,3008.853237747371,21.690373798960813,1.0
"(4, 7)",2,1,0.1,0.05623413251903491,3008.853292364574,21.689752112421708,1.0
"(4, 7)",2,1,0.1,0.1,3008.853464873694,21.68864786385426,0.9999999999999999
"(4, 7)",2,1,0.1,0.1778279410038923,3008.8540092414537,21.686688250717296,0.9999999999999999
"(4, 7)",2,1,0.1,0.31622776601683794,3008.855724223137,21.683216258039728,1.0
"(4, 7)",2,1,0.1,0.5623413251903491,3008.861111439678,21.677082070232082,0.9999999999999998
"(4, 7)",2,1,0.1,1.0,3008.877947636959,21.666298418407024,0.9999999999999998
"(4, 7)",2,1,0.1,1.7782794100389228,3008.9300941794245,21.64750640673939,1.0
"(4, 7)",2,1,0.1,3.1622776601683795,3009.089116416166,21.615251540626055,1.0
"(4, 7)",2,1,0.1,5.623413251903491,3009.561441238228,21.56129620487081,1.0
"(4, 7)",2,1,0.1,10.0,3010.9050738096466,21.474772666799062,1.0
"(4, 7)",2,1,0.1,17.78279410038923,3014.4816632802545,21.344781515112466,0.9999999999999999
"(4, 7)",2,1,0.1,31.622776601683793,3023.1649071691318,21.16645154354451,1.0
"(4, 7)",2,1,0.1,56.23413251903491,3042.1121937991566,20.946517864521933,0.9999999999999999
"(4, 7)",2,1,0.1,100.0,3079.826787242523,20.699450749837723,1.0
"(4, 7)",2,1,0.1,177.82794100389228,3151.1801708239873,20.436189420443487,1.0
"(4, 7)",2,1,0.1,316.22776601683796,3282.551352241547,20.163238961992775,1.0
"(4, 7)",2,1,0.1,562.341325190349,3513.74341466766,19.892350020950918,1.0
"(4, 7)",2,1,0.1,1000.0,3892.991286871059,19.64154644807895,1.0
"(4, 7)",2,1,0.1,1778.2794100389228,4470.914761359305,19.425913793246565,1.0
"(4, 7)",2,1,0.1,3162.2776601683795,5301.867962411153,19.251162675983707,0.9999999999999998
