S,size,q,T,lam,E,D,y_T
"(4, 5, 7, 8)",4,0,3,0.0017782794100389228,79.26033543687808,8.814049153003417,1.0
"(4, 5, 7, 8)",4,0,3,0.0031622776601683794,79.2603424985731,8.812619754797323,1.0
"(4, 5, 7, 8)",4,0,3,0.005623413251903491,79.26036479795916,8.810081396814104,1.0
"(4, 5, 7, 8)",4,0,3,0.01,79.26043513731368,8.805578560111181,1.0
"(4, 5, 7, 8)",4,0,3,0.01778279410038923,79.26065657681619,8.797606100712239,1.0
"(4, 5, 7, 8)",4,0,3,0.03162277660168379,79.26135129577754,8.783538054464877,1.0
"(4, 5, 7, 8)",4,0,3,0.05623413251903491,79.26351756229724,8.758861153626862,1.0
"(4, 5, 7, 8)",4,0,3,0.1,79.27020045577294,8.716024741772795,0.9999999999999999
"(4, 5, 7, 8)",4,0,3,0.1778279410038923,79.2904374648283,8.643001380512269,1.0
"(4, 5, 7, 8)",4,0,3,0.31622776601683794,79.34980779177654,8.522309830557356,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,0.5623413251903491,79.51509304733233,8.332796522029245,1.0
"(4, 5, 7, 8)",4,0,3,1.0,79.9387755657041,8.058348584263204,1.0
"(4, 5, 7, 8)",4,0,3,1.7782794100389228,80.90122023106836,7.705436533108068,1.0
"(4, 5, 7, 8)",4,0,3,3.1622776601683795,82.76543177973177,7.317802824041164,1.0
"(4, 5, 7, 8)",4,0,3,5.623413251903491,85.76898963018984,6.9633811726854855,1.0
"(4, 5, 7, 8)",4,0,3,10.0,89.80180165779016,6.693536767397272,1.0
"(4, 5, 7, 8)",4,0,3,17.78279410038923,94.44981520852463,6.5175242164492975,1.0
"(4, 5, 7, 8)",4,0,3,31.622776601683793,99.25211540705669,6.414825198814406,1.0
"(4, 5, 7, 8)",4,0,3,56.23413251903491,103.87171430332211,6.3591178904583865,1.0
"(4, 5, 7, 8)",4,0,3,100.0,108.10481981602915,6.330355230208909,1.0
"(4, 5, 7, 8)",4,0,3,177.82794100389228,111.84069292254986,6.316057433674052,1.0
"(4, 5, 7, 8)",4,0,3,316.22776601683796,115.03494562415894,6.309173285955917,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,562.341325190349,117.69350277085003,6.305947510416587,1.0
"(4, 5, 7, 8)",4,0,3,1000.0,119.85739034319882,6.304469646098139,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,1778.2794100389228,121.58757089951084,6.303804660107117,1.0
"(4, 5, 7, 8)",4,0,3,3162.2776601683795,122.95231516072268,6.303509532687835,1.0
"(4, 5, 7, 8)",4,0,3,5623.413251903491,124.0185176049746,6.3033798282023685,1.0
"(4, 5, 7, 8)",4,0,3,10000.0,124.84679648532622,6.303323156618456,1.0
"(4, 5, 7, 8)",4,0,3,17782.794100389227,125.48945527853748,6.30329843118252,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,31622.776601683792,125.99027969466474,6.303287599592527,1.0
"(4, 5, 7, 8)",4,0,3,56234.13251903491,126.3853549677591,6.30328279846069,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,100000.0,126.70435705507332,6.303280621398337,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,177827.94100389228,126.97201980168735,6.303279596404609,0.9999999999999998
"(4, 5, 7, 8)",4,0,3,316227.7660168379,127.20955520348207,6.303279086163365,1.0
"(4, 5, 7, 8)",4,0,3,562341.3251903491,127.43601823175138,6.303278813239498,1.0
"(4, 5, 7, 8)",4,0,3,1000000.0,127.66961527252461,6.303278654977925,0.9999999999999998
"(4, 5, 7, 8)",4,1,0.1,0.0,2216.383567023339,13.046365578570962,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,0.0001,2216.3835670237945,13.04636102155299,1.0
"(4, 5, 7, 8)",4,1,0.1,0.00017782794100389227,2216.38356702478,13.046357474932254,1.0
"(4, 5, 7, 8)",4,1,0.1,0.00031622776601683794,2216.383567027895,13.046351168075164,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,0.0005623413251903491,2216.3835670377466,13.04633995280227,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,0.001,2216.383567068903,13.046320009170124,1.0
"(4, 5, 7, 8)",4,1,0.1,0.0017782794100389228,2216.383567167432,13.046284544631042,1.0
"(4, 5, 7, 8)",4,1,0.1,0.0031622776601683794,2216.3835674789925,13.046221481338051,1.0
"(4, 5, 7, 8)",4,1,0.1,0.005623413251903491,2216.383568464172,13.04610934529845,1.0
"(4, 5, 7, 8)",4,1,0.1,0.01,2216.3835715791815,13.045909961748965,1.0
"(4, 5, 7, 8)",4,1,0.1,0.01778279410038923,2216.3835814274175,13.04555548321451,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,0.03162277660168379,2216.3836125573234,13.044925377764235,1.0
"(4, 5, 7, 8)",4,1,0.1,0.05623413251903491,2216.3837109257615,13.043805684468154,1.0
"(4, 5, 7, 8)",4,1,0.1,0.1,2216.384021584047,13.041817115544937,1.0
"(4, 5, 7, 8)",4,1,0.1,0.1778279410038923,2216.385001671464,13.038288955040851,1.0
"(4, 5, 7, 8)",4,1,0.1,0.31622776601683794,2216.3880881024706,13.032040307529726,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,0.5623413251903491,2216.3977764239135,13.021008176459148,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,1.0,2216.4280154346984,13.001638505821743,1.0000000000000002
"(4, 5, 7, 8)",4,1,0.1,1.7782794100389228,2216.521456944497,12.967960456450612,1.0
"(4, 5, 7, 8)",4,1,0.1,3.1622776601683795,2216.805208973974,12.910391962093648,1.0
"(4, 5, 7, 8)",4,1,0.1,5.623413251903491,2217.641477827755,12.814817568420827,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,10.0,2219.9859547152664,12.663710490080508,1.0
"(4, 5, 7, 8)",4,1,0.1,17.78279410038923,2226.0540582571302,12.442782319216308,1.0
"(4, 5, 7, 8)",4,1,0.1,31.622776601683793,2240.00118178701,12.155361403000068,1.0000000000000002
"(4, 5, 7, 8)",4,1,0.1,56.23413251903491,2267.393657673284,11.835306773888828,0.9999999999999998
"(4, 5, 7, 8)",4,1,0.1,100.0,2312.694588929451,11.535279368204105,1.0000000000000002
"(4, 5, 7, 8)",4,1,0.1,177.82794100389228,2378.5158729051304,11.289098611695763,1.0
"(4, 5, 7, 8)",4,1,0.1,316.22776601683796,2471.9922905391827,11.09281743844567,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,562.341325190349,2613.6719457677655,10.926124076136414,1.0
"(4, 5, 7, 8)",4,1,0.1,1000.0,2838.46474812304,10.77749300153396,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,1778.2794100389228,3188.858558411678,10.646964115863414,1.0
"(4, 5, 7, 8)",4,1,0.1,3162.2776601683795,3709.7740177580367,10.53757808443019,1.0
"(4, 5, 7, 8)",4,1,0.1,5623.413251903491,4450.06869520966,10.449996328090707,1.0
"(4, 5, 7, 8)",4,1,0.1,10000.0,5470.463883887448,10.38203564860389,1.0000000000000002
"(4, 5, 7, 8)",4,1,0.1,17782.794100389227,6853.814967300488,10.33019602471921,1.0
"(4, 5, 7, 8)",4,1,0.1,31622.776601683792,8714.028907950382,10.290984913362825,1.0
"(4, 5, 7, 8)",4,1,0.1,56234.13251903491,11205.476721020874,10.261448572445769,1.0
"(4, 5, 7, 8)",4,1,0.1,100000.0,14535.557324401063,10.239246679238354,1.0000000000000002
"(4, 5, 7, 8)",4,1,0.1,177827.94100389228,18981.820094996212,10.222576258366031,1.0
"(4, 5, 7, 8)",4,1,0.1,316227.7660168379,24915.024615343078,10.210066478339074,0.9999999999999999
"(4, 5, 7, 8)",4,1,0.1,562341.3251903491,32830.01634575633,10.200681868179036,1.0
"(4, 5, 7, 8)",4,1,0.1,1000000.0,43386.96366660513,10.193642903338425,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,0.0,77.38395909664513,4.889840229200395,1.0
"(4, 5, 7, 8)",4,1,1,0.0001,77.38395909805517,4.889826129058134,1.0
"(4, 5, 7, 8)",4,1,1,0.00017782794100389227,77.38395910110391,4.889815155539549,1.0
"(4, 5, 7, 8)",4,1,1,0.00031622776601683794,77.38395911074458,4.889795642274361,1.0000000000000002
"(4, 5, 7, 8)",4,1,1,0.0005623413251903491,77.38395914122886,4.889760944503683,1.0
"(4, 5, 7, 8)",4,1,1,0.001,77.38395923761718,4.889699249340515,1.0
"(4, 5, 7, 8)",4,1,1,0.0017782794100389228,77.38395954235908,4.88958956076365,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,0.0031622776601683794,77.38396050567425,4.889394575455483,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,0.005623413251903491,77.38396354990346,4.88904806342843,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,0.01,77.38397316514363,4.8884325829331745,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,0.01778279410038923,77.38400350693848,4.887340341048256,1.0
"(4, 5, 7, 8)",4,1,1,0.03162277660168379,77.38409909639321,4.885405126973164,1.0
"(4, 5, 7, 8)",4,1,1,0.05623413251903491,77.38439937032005,4.881986041149253,1.0
"(4, 5, 7, 8)",4,1,1,0.1,77.38533779813012,4.875975376787927,1.0
"(4, 5, 7, 8)",4,1,1,0.1778279410038923,77.38824439599743,4.865500892905653,1.0
"(4, 5, 7, 8)",4,1,1,0.31622776601683794,77.39710795594706,4.847522681239663,1.0000000000000002
"(4, 5, 7, 8)",4,1,1,0.5623413251903491,77.42343042755117,4.817453224193636,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,1.0,77.49826064528753,4.769263608088416,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,1.7782794100389228,77.69692280100166,4.697045021003898,1.0
"(4, 5, 7, 8)",4,1,1,3.1622776601683795,78.17455690066066,4.598878907801638,1.0
"(4, 5, 7, 8)",4,1,1,5.623413251903491,79.18381086756602,4.4814489860415625,1.0000000000000002
"(4, 5, 7, 8)",4,1,1,10.0,81.02248375338623,4.360259578364613,1.0
"(4, 5, 7, 8)",4,1,1,17.78279410038923,83.90236423721501,4.252753249870063,1.0
"(4, 5, 7, 8)",4,1,1,31.622776601683793,87.82197600085541,4.1699437270350295,1.0
"(4, 5, 7, 8)",4,1,1,56.23413251903491,92.54521773130789,4.113527460395209,1.0
"(4, 5, 7, 8)",4,1,1,100.0,97.69877951095097,4.078765061518863,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,177.82794100389228,102.90582577296196,4.0589509209480985,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,316.22776601683796,107.878711544689,4.048285880234571,1.0
"(4, 5, 7, 8)",4,1,1,562.341325190349,112.45458492796226,4.042759971392235,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,1000.0,116.59028917251342,4.039950363336443,1.0
"(4, 5, 7, 8)",4,1,1,1778.2794100389228,120.33790291220386,4.038519569723615,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,3162.2776601683795,123.81786205231424,4.0377736910267386,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,5623.413251903491,127.19904084155625,4.037367209269963,1.0
"(4, 5, 7, 8)",4,1,1,10000.0,130.68895211160455,4.037132005153586,1.0
"(4, 5, 7, 8)",4,1,1,17782.794100389227,134.53393914081332,4.036986727019191,1.0
"(4, 5, 7, 8)",4,1,1,31622.776601683792,139.02827741145387,4.036891478460917,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,56234.13251903491,144.53141970017407,4.036826017543108,1.0
"(4, 5, 7, 8)",4,1,1,100000.0,151.49347053791448,4.036779506262032,1.0
"(4, 5, 7, 8)",4,1,1,177827.94100389228,160.49001923556662,4.036745734650553,0.9999999999999999
"(4, 5, 7, 8)",4,1,1,316227.7660168379,172.2685089374298,4.0367208826125935,1.0
"(4, 5, 7, 8)",4,1,1,562341.3251903491,187.80960810147698,4.036702447739618,1.0
"(4, 5, 7, 8)",4,1,1,1000000.0,208.40823757697166,4.036688709026084,1.0
"(4, 5, 7, 8)",4,1,3,0.0,64.59829224911319,6.095013554016287,1.0
"(4, 5, 7, 8)",4,1,3,0.0001,64.59829225752682,6.094929416343025,0.9999999999999998
"(4, 5, 7, 8)",4,1,3,0.00017782794100389227,64.59829227571848,6.094863938202153,1.0
"(4, 5, 7, 8)",4,1,3,0.00031622776601683794,64.59829233324048,6.094747509450549,1.0
"(4, 5, 7, 8)",4,1,3,0.0005623413251903491,64.59829251511337,6.094540497198367,1.0
"(4, 5, 7, 8)",4,1,3,0.001,64.59829309009108,6.0941724683072085,1.0
"(4, 5, 7, 8)",4,1,3,0.0017782794100389228,64.59829490745857,6.093518315842788,1.0
"(4, 5, 7, 8)",4,1,3,0.0031622776601683794,64.5983006495828,6.092356015866918,1.0000000000000002
"(4, 5, 7, 8)",4,1,3,0.005623413251903491,64.59831878028709,6.090292170885226,0.9999999999999998
"(4, 5, 7, 8)",4,1,3,0.01,64.59837596052228,6.08663169059902,0.9999999999999999
"(4, 5, 7, 8)",4,1,3,0.01778279410038923,64.598555918619,6.080152567369925,1.0
"(4, 5, 7, 8)",4,1,3,0.03162277660168379,64.59912019805546,6.068725566012111,1.0
"(4, 5, 7, 8)",4,1,3,0.05623413251903491,64.60087809192463,6.048699539675929,0.9999999999999998
"(4, 5, 7, 8)",4,1,3,0.1,64.60629245726147,6.013991003461058,0.9999999999999999
"(4, 5, 7, 8)",4,1,3,0.1778279410038923,64.62264378455012,5.954979638345265,1.0
"(4, 5, 7, 8)",4,1,3,0.31622776601683794,64.67040486373375,5.8578641957730095,1.0
"(4, 5, 7, 8)",4,1,3,0.5623413251903491,64.80250038247048,5.706351778427604,1.0
"(4, 5, 7, 8)",4,1,3,1.0,65.13823459734458,5.488781170861038,1.0
"(4, 5, 7, 8)",4,1,3,1.7782794100389228,65.89482922939986,5.211266528861239,0.9999999999999999
"(4, 5, 7, 8)",4,1,3,3.1622776601683795,67.35925452409404,4.906842488826954,1.0
"(4, 5, 7, 8)",4,1,3,5.623413251903491,69.76150110577693,4.623794389823765,1.0
"(4, 5, 7, 8)",4,1,3,10.0,73.14884110505496,4.397863815359572,1.0
"(4, 5, 7, 8)",4,1,3,17.78279410038923,77.39747305445268,4.237748232367433,1.0
"(4, 5, 7, 8)",4,1,3,31.622776601683793,82.29946759208228,4.133504539624609,1.0
"(4, 5, 7, 8)",4,1,3,56.23413251903491,87.59781766833714,4.0699581747511395,1.0
"(4, 5, 7, 8)",4,1,3,100.0,92.99418049388433,4.033461161251557,1.0
"(4, 5, 7, 8)",4,1,3,177.82794100389228,98.1906661607661,4.013646662672473,1.0
"(4, 5, 7, 8)",4,1,3,316.22776601683796,102.94795969608737,4.00342294580699,1.0
"(4, 5, 7, 8)",4,1,3,562.341325190349,107.1191787917478,3.998372579436854,1.0
"(4, 5, 7, 8)",4,1,3,1000.0,110.64942946745306,3.9959653498363825,1.0
"(4, 5, 7, 8)",4,1,3,1778.2794100389228,113.55416956318125,3.994850202797001,0.9999999999999999
"(4, 5, 7, 8)",4,1,3,3162.2776601683795,115.89211812566478,3.9943450098863726,1.0
"(4, 5, 7, 8)",4,1,3,5623.413251903491,117.74211995131027,3.9941200530910286,1.0
"(4, 5, 7, 8)",4,1,3,10000.0,119.1871029101615,3.994021192965936,1.0
"(4, 5, 7, 8)",4,1,3,17782.794100389227,120.30469087320951,3.9939781784988364,1.0000000000000002
"(4, 5, 7, 8)",4,1,3,31622.776601683792,121.16274206281,3.993959601510713,0.9999999999999999
"(4, 5, 7, 8)",4,1,3,56234.13251903491,121.81802207582083,3.993951621876184,0.9999999999999999
"(4, 5, 7, 8)",4,1,3,100000.0,122.31662314533654,3.9939482069728482,1.0
"(4, 5, 7, 8)",4,1,3,177827.94100389228,122.6952113769346,3.993946748673447,1.0
"(4, 5, 7, 8)",4,1,3,316227.7660168379,122.98254474189844,3.9939461262019256,1.0
"(4, 5, 7, 8)",4,1,3,562341.3251903491,123.20095517349014,3.9939458600374413,1.0
"(4, 5, 7, 8)",4,1,3,1000000.0,123.36757565631888,3.9939457455749054,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.0,1772.505809580324,11.437813275117003,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.0001,1772.5058095805634,11.43781088437185,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.00017782794100389227,1772.5058095810798,11.437809023708336,0.9999999999999998
"(4, 6, 7, 8)",4,-1,0.1,0.00031622776601683794,1772.5058095827144,11.437805714937495,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.0005623413251903491,1772.5058095878828,11.437799831046227,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.001,1772.5058096042294,11.437789367931403,0.9999999999999999
"(4, 6, 7, 8)",4,-1,0.1,0.0017782794100389228,1772.5058096559187,11.437770761867517,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.0031622776601683794,1772.5058098193801,11.437737675965836,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.005623413251903491,1772.5058103362612,11.437678842766344,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.01,1772.505811970656,11.437574229683818,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.01778279410038923,1772.5058171382884,11.437388226168046,0.9999999999999999
"(4, 6, 7, 8)",4,-1,0.1,0.03162277660168379,1772.5058334753535,11.437057547750113,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.05623413251903491,1772.5058851127137,11.436469786634717,0.9999999999999999
"(4, 6, 7, 8)",4,-1,0.1,0.1,1772.50604826392,11.435425459826849,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.1778279410038923,1772.5065634045827,11.43357112238814,1.0
"(4, 6, 7, 8)",4,-1,0.1,0.31622776601683794,1772.508188000551,11.430282316255619,1.0000000000000002
"(4, 6, 7, 8)",4,-1,0.1,0.5623413251903491,1772.5133006986198,11.424461334474149,1.0
"(4, 6, 7, 8)",4,-1,0.1,1.0,1772.5293308236019,11.414195906243298,1.0
"(4, 6, 7, 8)",4,-1,0.1,1.7782794100389228,1772.5792621837693,11.39620806284718,1.0
"(4, 6, 7, 8)",4,-1,0.1,3.1622776601683795,1772.7330154936676,11.365039331460036,1.0
"(4, 6, 7, 8)",4,-1,0.1,5.623413251903491,1773.1971690678702,11.312066424990194,1.0
"(4, 6, 7, 8)",4,-1,0.1,10.0,1774.5521079704704,11.224940264956322,1.0
"(4, 6, 7, 8)",4,-1,0.1,17.78279410038923,1778.2959897639134,11.089138374697944,1.0
"(4, 6, 7, 8)",4,-1,0.1,31.622776601683793,1787.7962062843617,10.894432063673056,1.0
"(4, 6, 7, 8)",4,-1,0.1,56.23413251903491,1809.1465362606616,10.64674940636441,1.0
"(4, 6, 7, 8)",4,-1,0.1,100.0,1850.374351028574,10.375724987589681,1.0
"(4, 6, 7, 8)",4,-1,0.1,177.82794100389228,1918.7370720035985,10.121312154702398,1.0
"(4, 6, 7, 8)",4,-1,0.1,316.22776601683796,2021.1308713992707,9.906369009642624,1.0
"(4, 6, 7, 8)",4,-1,0.1,562.341325190349,2171.383884981525,9.72910606204959,1.0
"(4, 6, 7, 8)",4,-1,0.1,1000.0,2396.3780011207464,9.579964348121408,1.0000000000000002
"(4, 6, 7, 8)",4,-1,0.1,1778.2794100389228,2732.883855180524,9.454419767313906,0.9999999999999999
"(4, 6, 7, 8)",4,-1,0.1,3162.2776601683795,3221.888266461364,9.351656546132757,1.0
"(4, 6, 7, 8)",4,-1,0.1,5623.413251903491,3909.6206691312796,9.270268453445532,1.0
"(4, 6, 7, 8)",4,-1,0.1,10000.0,4853.795075908338,9.207377031892305,1.0
"(4, 6, 7, 8)",4,-1,0.1,17782.794100389227,6131.709984000609,9.159485922683553,1.0
"(4, 6, 7, 8)",4,-1,0.1,31622.776601683792,7848.7148195270065,9.1232924408004,1.0
"(4, 6, 7, 8)",4,-1,0.1,56234.13251903491,10147.322789799644,9.096041802268584,1.0
"(4, 6, 7, 8)",4,-1,0.1,100000.0,13218.893980227425,9.075563231817942,1.0
"(4, 6, 7, 8)",4,-1,0.1,177827.94100389228,17319.44052083911,9.060188934904483,1.0
"(4, 6, 7, 8)",4,-1,0.1,316227.7660168379,22790.89891160946,9.04865268682212,1.0
"(4, 6, 7, 8)",4,-1,0.1,562341.3251903491,30089.607238714307,9.039998777601623,1.0
"(4, 6, 7, 8)",4,-1,0.1,1000000.0,39824.33679890468,9.033508036102132,1.0
"(4, 6, 7, 8)",4,-1,1,0.0,59.907343216770805,3.661354333219616,1.0000000000000002
"(4, 6, 7, 8)",4,-1,1,0.0001,59.90734321806752,3.66134136591882,1.0
"(4, 6, 7, 8)",4,-1,1,0.00017782794100389227,59.90734322087133,3.6613312741061104,1.0
"(4, 6, 7, 8)",4,-1,1,0.00031622776601683794,59.90734322973726,3.6613133288436415,1.0
"(4, 6, 7, 8)",4,-1,1,0.0005623413251903491,59.90734325777148,3.661281419683458,1.0
"(4, 6, 7, 8)",4,-1,1,0.001,59.907343346410784,3.6612246842819407,1.0000000000000002
"(4, 6, 7, 8)",4,-1,1,0.0017782794100389228,59.907343626640696,3.6611238181794543,1.0
"(4, 6, 7, 8)",4,-1,1,0.0031622776601683794,59.907344512400336,3.660944530009957,1.0
"(4, 6, 7, 8)",4,-1,1,0.005623413251903491,59.907347311141564,3.660625958115658,1.0
"(4, 6, 7, 8)",4,-1,1,0.01,59.90735614875722,3.66006024562153,1.0
"(4, 6, 7, 8)",4,-1,1,0.01778279410038923,59.907384024093474,3.6590567646730223,1.0
"(4, 6, 7, 8)",4,-1,1,0.03162277660168379,59.90747177285471,3.6572802029886375,1.0
"(4, 6, 7, 8)",4,-1,1,0.05623413251903491,59.90774702652188,3.6541457532561723,1.0
"(4, 6, 7, 8)",4,-1,1,0.1,59.90860511352103,3.6486488766154332,1.0
"(4, 6, 7, 8)",4,-1,1,0.1778279410038923,59.911251269797795,3.6391105236646113,1.0
"(4, 6, 7, 8)",4,-1,1,0.31622776601683794,59.91925975910734,3.6228595627925273,1.0
"(4, 6, 7, 8)",4,-1,1,0.5623413251903491,59.94273940459902,3.5960177928025554,0.9999999999999998
"(4, 6, 7, 8)",4,-1,1,1.0,60.008096753826784,3.553878091083007,0.9999999999999999
"(4, 6, 7, 8)",4,-1,1,1.7782794100389228,60.176026417998884,3.492719873105993,1.0
"(4, 6, 7, 8)",4,-1,1,3.1622776601683795,60.56135541404409,3.4133247219954486,1.0
"(4, 6, 7, 8)",4,-1,1,5.623413251903491,61.329011530425205,3.3237366176977727,1.0
"(4, 6, 7, 8)",4,-1,1,10.0,62.64326311534977,3.236863325785452,0.9999999999999999
"(4, 6, 7, 8)",4,-1,1,17.78279410038923,64.60125521067633,3.163631950186407,1.0
"(4, 6, 7, 8)",4,-1,1,31.622776601683793,67.20504100377772,3.1086014207045,0.9999999999999999
"(4, 6, 7, 8)",4,-1,1,56.23413251903491,70.3710250136863,3.0708288819892635,1.0
"(4, 6, 7, 8)",4,-1,1,100.0,73.95672890491777,3.0466992592376685,0.9999999999999999
"(4, 6, 7, 8)",4,-1,1,177.82794100389228,77.80516829042291,3.0321043884159558,1.0
"(4, 6, 7, 8)",4,-1,1,316.22776601683796,81.79036100817368,3.0235945634605708,1.0
"(4, 6, 7, 8)",4,-1,1,562.341325190349,85.84851264059532,3.0187198974921863,1.0
"(4, 6, 7, 8)",4,-1,1,1000.0,89.99568430125383,3.015920365023906,1.0
"(4, 6, 7, 8)",4,-1,1,1778.2794100389228,94.33427439374874,3.0142759356079667,1.0
"(4, 6, 7, 8)",4,-1,1,3162.2776601683795,99.05339786121876,3.01327221994431,1.0
"(4, 6, 7, 8)",4,-1,1,5623.413251903491,104.43019801712933,3.0126305743785267,1.0000000000000002
"(4, 6, 7, 8)",4,-1,1,10000.0,110.83777528935374,3.0122014390806116,1.0
"(4, 6, 7, 8)",4,-1,1,17782.794100389227,118.76336713661713,3.011903411913767,1.0
"(4, 6, 7, 8)",4,-1,1,31622.776601683792,128.8392218384118,3.0116905825112643,1.0
"(4, 6, 7, 8)",4,-1,1,56234.13251903491,141.88852593716797,3.0115356910316278,1.0
"(4, 6, 7, 8)",4,-1,1,100000.0,158.98958170713678,3.0114215949102023,0.9999999999999999
"(4, 6, 7, 8)",4,-1,1,177827.94100389228,181.56290682307448,3.011336925069452,0.9999999999999999
"(4, 6, 7, 8)",4,-1,1,316227.7660168379,211.487968069359,3.011273814543671,0.9999999999999998
"(4, 6, 7, 8)",4,-1,1,562341.3251903491,251.25884668709102,3.011226652188239,1.0
"(4, 6, 7, 8)",4,-1,1,1000000.0,304.1914838259571,3.0111913551179104,1.0
"(4, 6, 7, 8)",4,-1,3,0.0,48.534223070621174,4.481131718884429,0.9999999999999999
"(4, 6, 7, 8)",4,-1,3,0.0001,48.534223077541185,4.481062517977316,1.0
"(4, 6, 7, 8)",4,-1,3,0.00017782794100389227,48.53422309250335,4.481008664102784,1.0
"(4, 6, 7, 8)",4,-1,3,0.00031622776601683794,48.534223139813356,4.480912905009795,1.0
"(4, 6, 7, 8)",4,-1,3,0.0005623413251903491,48.53422328939783,4.48074264433338,1.0
"(4, 6, 7, 8)",4,-1,3,0.001,48.53422376229487,4.480439954672586,1.0
"(4, 6, 7, 8)",4,-1,3,0.0017782794100389228,48.534225256993174,4.479901945132922,1.0
"(4, 6, 7, 8)",4,-1,3,0.0031622776601683794,48.53422997952381,4.478946026560606,1.0
"(4, 6, 7, 8)",4,-1,3,0.005623413251903491,48.534244890348546,4.4772487018568174,1.0
"(4, 6, 7, 8)",4,-1,3,0.01,48.534291912863864,4.474238472694377,1.0
"(4, 6, 7, 8)",4,-1,3,0.01778279410038923,48.53443988606645,4.4689108834951075,0.9999999999999999
"(4, 6, 7, 8)",4,-1,3,0.03162277660168379,48.53490378118209,4.459516616871559,1.0000000000000002
"(4, 6, 7, 8)",4,-1,3,0.05623413251903491,48.53634843594975,4.443058685916334,0.9999999999999998
"(4, 6, 7, 8)",4,-1,3,0.1,48.54079517546021,4.414551999300241,0.9999999999999999
"(4, 6, 7, 8)",4,-1,3,0.1778279410038923,48.55420874935267,4.366139565119649,1.0
"(4, 6, 7, 8)",4,-1,3,0.31622776601683794,48.59330582246425,4.286631073284459,1.0
"(4, 6, 7, 8)",4,-1,3,0.5623413251903491,48.70101329102249,4.163062018238679,1.0
"(4, 6, 7, 8)",4,-1,3,1.0,48.97274244897114,3.9868894125333605,1.0
"(4, 6, 7, 8)",4,-1,3,1.7782794100389228,49.576679239193375,3.765179459086303,1.0
"(4, 6, 7, 8)",4,-1,3,3.1622776601683795,50.71695342878662,3.527781551012394,1.0
"(4, 6, 7, 8)",4,-1,3,5.623413251903491,52.51311999950686,3.3156468773005687,1.0
"(4, 6, 7, 8)",4,-1,3,10.0,54.906163551044095,3.155550738284444,0.9999999999999999
"(4, 6, 7, 8)",4,-1,3,17.78279410038923,57.722221259659364,3.049105921533839,1.0
"(4, 6, 7, 8)",4,-1,3,31.622776601683793,60.802829911799236,2.9834609375119863,0.9999999999999999
"(4, 6, 7, 8)",4,-1,3,56.23413251903491,64.04119546221412,2.944596282704126,1.0
"(4, 6, 7, 8)",4,-1,3,100.0,67.33994701968726,2.922298789255083,1.0
"(4, 6, 7, 8)",4,-1,3,177.82794100389228,70.58270652663941,2.909950241450842,1.0
"(4, 6, 7, 8)",4,-1,3,316.22776601683796,73.64618409522325,2.903377355254418,1.0
"(4, 6, 7, 8)",4,-1,3,562.341325190349,76.42740358850834,2.90001552916124,0.9999999999999998
"(4, 6, 7, 8)",4,-1,3,1000.0,78.86198278757881,2.8983579700842306,1.0
"(4, 6, 7, 8)",4,-1,3,1778.2794100389228,80.92718289407236,2.8975662000451017,0.9999999999999999
"(4, 6, 7, 8)",4,-1,3,3162.2776601683795,82.6342393798962,2.8971977643887716,1.0
