k,q,T,lam,E,D,Dbar,D_T,D_max,y_T,resid_norm,m_T_1,m_T_2,m_T_3,m_T_4,m_T_5,m_T_6,m_T_7,m_T_8
1,-2,0.1,1.7782794100389228,109.09923872067444,0.45451198435611456,4.545119843561145,12.646404632441318,12.646404632441318,0.9999999999999999,2.2072723057651604,2.6894686717562126,0.12995189499351842,0.18057943325026884,0.12674285560117635,0.06934113977633043,0.21550283222109323,0.012290278445176914,0.012290278445176916
1,-2,0.1,3.1622776601683795,109.11003802896235,0.45232499880907595,4.523249988090759,12.66065051299704,12.66065051299704,1.0000000000000002,2.208543588451438,2.690439714007619,0.12956744162064834,0.17999284437173366,0.12637181606604328,0.06913102299060352,0.21492352051136054,0.012240054447923665,0.012240054447923665
1,-2,0.1,5.623413251903491,109.14365303816281,0.4484953728474436,4.484953728474436,12.685726072253635,12.685726072253635,1.0,2.2107795960744085,2.692147325433551,0.12889126950823793,0.1789614050582112,0.1257192142713716,0.06876149774325284,0.21390430052990575,0.01215179215862987,0.012151792158629866
1,-2,0.1,10.0,109.24703770341553,0.4418673874593258,4.4186738745932574,12.729520703374337,12.729520703374337,1.0,2.214679615344242,2.6951247600760286,0.12771197639125373,0.17716326353271786,0.12458096203566535,0.06811709858459435,0.21212567499312499,0.011998076540880719,0.011998076540880719
1,-2,0.1,17.78279410038923,109.558474320255,0.43062611533756984,4.306261153375698,12.804976662932066,12.804976662932066,1.0,2.221383790017497,2.700240147161964,0.12568496736147663,0.17407488547655975,0.12262428983915205,0.06700972624200262,0.20906536730262446,0.01173453640676719,0.011734536406767191
1,-2,0.1,31.622776601683793,110.46430910057666,0.4122027549229838,4.122027549229838,12.93199867724205,12.93199867724205,1.0000000000000002,2.2326261143661097,2.708810119223153,0.1222863129064659,0.16890356787038166,0.1193429580917932,0.06515373299745908,0.20392486684733258,0.01129465606815534,0.011294656068155341
1,-2,0.1,56.23413251903491,112.95256566324277,0.38365166851599314,3.836516685159931,13.13772646787438,13.13772646787438,1.0,2.2507209186668695,2.722582422982006,0.11681673756652498,0.1606008394514694,0.11406046568242308,0.062168862041919556,0.19562564093501852,0.0105923972659881,0.010592397265988101
1,-2,0.1,100.0,119.21350728011862,0.3430560184466792,3.430560184466792,13.451122529082747,13.451122529082747,1.0000000000000002,2.2780235984175428,2.743313145458557,0.10856302768926797,0.14812382685217573,0.1060845173026733,0.057670020310811705,0.1830323630845557,0.009547596943334003,0.009547596943334003
1,-2,0.1,177.82794100389228,133.15398005738697,0.2918942259614506,2.918942259614506,13.887290282977446,13.887290282977446,1.0000000000000002,2.3155177198421293,2.771682813540678,0.0972188823146077,0.13109830414471452,0.09511143466865518,0.05149940917596297,0.1655603419766449,0.008146824613549684,0.008146824613549684
1,-2,0.1,316.22776601683796,159.9354204802496,0.23621603340966993,2.362160334096699,14.425937595025218,14.425937595025218,1.0,2.36105908313292,2.805979670431631,0.0834045364716385,0.11061579309673089,0.08172752888468665,0.044010792576684166,0.14395705384797416,0.00651206130692949,0.00651206130692949
1,-2,0.1,562.341325190349,204.41613036789502,0.1838756887376604,1.8387568873766038,15.006445632122542,15.006445632122542,0.9999999999999999,2.409267760086798,2.8420730870946356,0.06869898385164798,0.08922792905371621,0.06744546906248133,0.03608110731302895,0.12043206054412488,0.004888370043416615,0.004888370043416615
1,-2,0.1,1000.0,270.4988239729819,0.13996010135493217,1.3996010135493215,15.556864658276988,15.556864658276988,0.9999999999999998,2.45421586627296,2.875497874979895,0.0548583346759109,0.06964379034419375,0.05395976766969872,0.0286716932205675,0.09763052548923001,0.003509794038351867,0.003509794038351867
1,-2,0.1,1778.2794100389228,362.50661647211285,0.10550241208850093,1.0550241208850093,16.031208828688822,16.031208828688822,1.0000000000000002,2.4924098343728995,2.903696741425102,0.04295073518280251,0.053352523392096216,0.04231593478469945,0.022350163111778953,0.07739070418263193,0.0024714762117099137,0.0024714762117099137
1,-2,0.1,3162.2776601683795,486.9816265751157,0.0792667808636344,0.7926678086363439,16.417770049698238,16.417770049698238,1.0,2.523191101524841,2.926268098808297,0.03322777727574882,0.04050412391595439,0.03277772907549811,0.01722936881438669,0.06041510057552491,0.0017381962225123026,0.0017381962225123026
1,-2,0.1,5623.413251903491,653.7725941729666,0.05949338084729562,0.5949338084729562,16.724001089071077,16.724001089071077,1.0,2.547365590185314,2.9438908000796604,0.025501312944746644,0.03060788697559309,0.02517934446812128,0.013186643262490621,0.04666024314994204,0.0012302768449204452,0.0012302768449204454
1,-2,0.1,10000.0,876.6513753308833,0.04463372397846821,0.4463372397846821,16.962801076525118,16.962801076525118,1.0000000000000002,2.566091016746472,2.9574760308887202,0.019457730617184466,0.02306623849409568,0.0192253523463565,0.010040334553362305,0.03575917993743505,0.0008779801762515176,0.0008779801762515178
1,-2,0.1,17782.794100389227,1174.1769453537752,0.033478491067772696,0.3347849106777269,17.147062540144905,17.147062540144905,1.0,2.5804656149166156,2.967865226606771,0.01478188174727018,0.017352891645959084,0.014612890187597956,0.007615324850193358,0.027250375849142486,0.0006317872546764144,0.0006317872546764144
